FT89555,00:00,02:00,550
KJ85795,00:00,02:00,550
RY146018,00:00,02:00,550
ED39543,00:00,02:15,100
ED70014,00:00,02:15,100
VL107639,00:00,02:15,150
AR92652,00:00,02:15,200
ED200979,00:00,02:15,200
VL15260,00:00,02:15,200
RT147650,00:00,02:15,250
VL96827,00:00,02:15,300
ED1316,00:00,02:15,350
ED145291,00:00,02:15,350
KJ63631,00:00,02:15,350
VL87731,00:00,02:15,400
ED142010,00:00,02:15,450
ED124354,00:00,02:15,50
ED210177,00:00,02:15,50
XC162000,00:00,02:15,50
FT9442,00:00,02:15,500
RT138419,00:00,02:15,550
ED10621,00:00,02:30,100
XC215648,00:00,02:30,100
XC92065,00:00,02:30,100
RY192520,00:00,02:30,150
ED58646,00:00,02:30,250
FT54839,00:00,02:30,250
XC118988,00:00,02:30,250
AR210255,00:00,02:30,300
RY162257,00:00,02:30,300
AR150944,00:00,02:30,350
KJ160734,00:00,02:30,350
KJ20549,00:00,02:30,350
AR32649,00:00,02:30,400
VL126214,00:00,02:30,450
ED114161,00:00,02:30,50
AR185923,00:00,02:30,500
AR9106,00:00,02:30,500
AR103296,00:00,02:30,550
AR194173,00:00,02:30,550
FT108878,00:00,02:45,100
KJ99560,00:00,02:45,100
XC198503,00:00,02:45,100
RY22473,00:00,02:45,200
XC81356,00:00,02:45,200
FT10715,00:00,02:45,250
KJ205003,00:00,02:45,300
FT186442,00:00,02:45,400
RT177667,00:00,02:45,450
VL65048,00:00,02:45,450
KJ152490,00:00,02:45,500
AR172058,00:00,02:45,550
AR208419,00:00,02:45,550
XC193801,00:00,02:45,550
ED105694,00:00,03:00,150
ED189047,00:00,03:00,150
FT213566,00:00,03:00,200
FT7783,00:00,03:00,200
XC159842,00:00,03:00,200
FT27120,00:00,03:00,250
RY6633,00:00,03:00,250
VL84645,00:00,03:00,250
AR89405,00:00,03:00,300
FT59361,00:00,03:00,300
VL39537,00:00,03:00,400
XC56431,00:00,03:00,400
AR22268,00:00,03:00,500
VL211035,00:00,03:00,500
VL156047,00:00,03:00,550
VL25398,00:00,03:00,550
RT190438,00:00,03:15,200
RT214302,00:00,03:15,200
AR62973,00:00,03:15,300
FT194959,00:00,03:15,300
RY216343,00:00,03:15,300
RY88279,00:00,03:15,300
VL96017,00:00,03:15,300
XC156199,00:00,03:15,300
RT83194,00:00,03:15,350
ED185843,00:00,03:15,450
KJ62803,00:00,03:15,450
RY36517,00:00,03:15,450
XC49380,00:00,03:15,450
ED120521,00:00,03:15,50
RT3340,00:00,03:15,50
RT99969,00:00,03:15,50
VL14150,00:00,03:15,50
XC45825,00:00,03:15,50
XC81552,00:00,03:15,500
ED135682,00:00,03:15,550
RY5463,00:00,03:15,550
XC143977,00:00,03:15,550
XC43839,00:00,03:15,550
RT140979,00:00,03:30,100
AR112885,00:00,03:30,150
ED6146,00:00,03:30,250
VL187446,00:00,03:30,250
XC213605,00:00,03:30,250
AR196266,00:00,03:30,300
KJ69810,00:00,03:30,300
ED111625,00:00,03:30,350
ED28016,00:00,03:30,350
FT94445,00:00,03:30,350
RT82514,00:00,03:30,350
XC110907,00:00,03:30,350
RY191928,00:00,03:30,450
AR28360,00:00,03:30,500
RT81706,00:00,03:30,500
RT182988,00:15,00:45,100
KJ203096,00:15,00:45,200
RY173097,00:15,00:45,200
KJ20200,00:15,00:45,350
AR122374,00:15,00:45,400
ED103845,00:15,00:45,400
RY22914,00:15,00:45,50
RY86513,00:15,00:45,50
KJ142476,00:15,00:45,500
KJ54486,00:15,00:45,550
AR201247,00:15,01:00,100
RT127364,00:15,01:00,150
XC98893,00:15,01:00,200
AR182957,00:15,01:00,250
RY181307,00:15,01:00,300
AR181267,00:15,01:00,350
FT14772,00:15,01:00,350
FT191668,00:15,01:00,350
RT122537,00:15,01:00,350
RY180366,00:15,01:00,350
ED203912,00:15,01:00,400
KJ194388,00:15,01:00,400
VL159678,00:15,01:00,400
AR145621,00:15,01:00,450
FT195370,00:15,01:00,450
RY38333,00:15,01:00,450
ED90445,00:15,01:00,50
XC86251,00:15,01:00,50
XC120021,00:15,01:00,500
XC119668,00:15,01:00,550
ED8962,00:15,01:15,100
KJ130827,00:15,01:15,150
XC137480,00:15,01:15,150
ED181150,00:15,01:15,200
KJ173359,00:15,01:15,350
RY153583,00:15,01:15,350
XC3400,00:15,01:15,350
AR97184,00:15,01:15,400
FT51996,00:15,01:15,400
AR30332,00:15,01:15,450
RY103044,00:15,01:15,450
XC184409,00:15,01:15,450
AR78620,00:15,01:15,50
ED81339,00:15,01:15,500
RT60513,00:15,01:15,550
AR214002,00:15,01:30,100
ED132221,00:15,01:30,100
ED124221,00:15,01:30,150
XC3143,00:15,01:30,200
KJ149786,00:15,01:30,300
RT5049,00:15,01:30,300
KJ76226,00:15,01:30,50
AR70672,00:15,01:30,500
FT11472,00:15,01:30,550
KJ26809,00:15,01:30,550
FT40980,00:15,01:45,100
VL151019,00:15,01:45,100
KJ210150,00:15,01:45,150
VL202264,00:15,01:45,150
AR76218,00:15,01:45,200
ED9858,00:15,01:45,250
KJ145571,00:15,01:45,250
RT185153,00:15,01:45,300
ED44887,00:15,01:45,350
XC177458,00:15,01:45,350
AR114129,00:15,01:45,400
AR138799,00:15,01:45,400
KJ99828,00:15,01:45,450
XC137310,00:15,01:45,50
KJ138887,00:15,01:45,500
XC183825,00:15,01:45,500
AR178148,00:15,01:45,550
FT133167,00:15,01:45,550
KJ167176,00:15,02:00,100
RT66496,00:15,02:00,100
VL269,00:15,02:00,100
ED155594,00:15,02:00,150
AR119537,00:15,02:00,200
AR193741,00:15,02:00,250
RT68343,00:15,02:00,250
VL163258,00:15,02:00,250
FT139419,00:15,02:00,300
VL55536,00:15,02:00,300
XC51815,00:15,02:00,350
FT46650,00:15,02:00,400
FT75751,00:15,02:00,400
KJ158059,00:15,02:00,400
RT44753,00:15,02:00,400
KJ204731,00:15,02:00,450
VL103916,00:15,02:00,450
ED113099,00:15,02:00,550
ED218318,00:15,02:15,100
RY172600,00:15,02:15,100
VL23925,00:15,02:15,100
VL57122,00:15,02:15,100
RY166894,00:15,02:15,150
AR177023,00:15,02:15,250
FT24344,00:15,02:15,250
RY67252,00:15,02:15,250
VL20911,00:15,02:15,300
VL73714,00:15,02:15,350
RT145784,00:15,02:15,400
VL89097,00:15,02:15,400
AR112635,00:15,02:15,450
AR164478,00:15,02:15,50
FT53706,00:15,02:15,50
RT168467,00:15,02:15,50
RY64908,00:15,02:15,50
ED178923,00:15,02:15,500
KJ135614,00:15,02:15,500
ED141464,00:15,02:15,550
RY10306,00:15,02:15,550
VL205818,00:15,02:15,550
KJ144856,00:15,02:30,100
XC57251,00:15,02:30,100
XC51791,00:15,02:30,150
FT82345,00:15,02:30,200
KJ71660,00:15,02:30,200
XC116619,00:15,02:30,250
XC99124,00:15,02:30,250
KJ116622,00:15,02:30,400
RY67682,00:15,02:30,400
RT211178,00:15,02:30,450
RT42622,00:15,02:30,450
RY61197,00:15,02:30,450
XC175212,00:15,02:30,450
FT4376,00:15,02:30,50
XC64404,00:15,02:30,50
RT125084,00:15,02:30,500
RT126477,00:15,02:30,500
RT98839,00:15,02:30,500
FT201284,00:15,02:30,550
KJ202827,00:15,02:30,550
KJ38181,00:15,02:45,100
KJ72942,00:15,02:45,100
VL192131,00:15,02:45,100
ED135566,00:15,02:45,150
RY77777,00:15,02:45,200
FT33742,00:15,02:45,300
KJ134451,00:15,02:45,300
XC133827,00:15,02:45,300
XC190350,00:15,02:45,300
AR173720,00:15,02:45,350
RT103012,00:15,02:45,350
AR172140,00:15,02:45,400
FT196873,00:15,02:45,450
KJ190712,00:15,02:45,450
VL70176,00:15,02:45,450
XC68339,00:15,02:45,450
ED30718,00:15,02:45,50
FT147695,00:15,02:45,50
VL88375,00:15,02:45,50
RT99213,00:15,02:45,500
XC89938,00:15,02:45,500
AR112605,00:15,02:45,550
AR150204,00:15,02:45,550
KJ125366,00:15,02:45,550
XC203796,00:15,03:00,100
RT6931,00:15,03:00,150
XC41138,00:15,03:00,150
FT140052,00:15,03:00,250
FT143492,00:15,03:00,250
KJ62437,00:15,03:00,250
RY130271,00:15,03:00,250
VL202975,00:15,03:00,250
RY218102,00:15,03:00,300
AR88614,00:15,03:00,350
XC205493,00:15,03:00,400
ED97973,00:15,03:00,450
FT55771,00:15,03:00,50
ED84744,00:15,03:00,500
RT202359,00:15,03:00,500
XC45043,00:15,03:00,500
RT153335,00:15,03:00,550
VL151396,00:15,03:00,550
VL69320,00:15,03:00,550
AR147716,00:15,03:15,100
ED155769,00:15,03:15,150
ED71942,00:15,03:15,250
FT36946,00:15,03:15,250
RY179929,00:15,03:15,250
XC52766,00:15,03:15,250
AR76516,00:15,03:15,300
VL33176,00:15,03:15,300
RY50945,00:15,03:15,350
XC164929,00:15,03:15,350
ED9250,00:15,03:15,400
RT173101,00:15,03:15,400
RT86139,00:15,03:15,400
XC74661,00:15,03:15,450
ED207371,00:15,03:15,550
ED82626,00:15,03:15,550
ED83380,00:15,03:30,100
FT74234,00:15,03:30,100
RY25686,00:15,03:30,100
XC196802,00:15,03:30,100
RT100886,00:15,03:30,150
FT125348,00:15,03:30,200
XC151770,00:15,03:30,250
KJ176758,00:15,03:30,300
XC106340,00:15,03:30,300
RT162279,00:15,03:30,350
VL113529,00:15,03:30,350
AR43239,00:15,03:30,450
XC90964,00:15,03:30,450
XC573,00:15,03:30,500
VL183379,00:15,03:30,550
ED43831,00:15,03:45,100
KJ58229,00:15,03:45,100
FT193438,00:15,03:45,200
AR75286,00:15,03:45,250
KJ177489,00:15,03:45,300
XC217875,00:15,03:45,300
AR200546,00:15,03:45,400
KJ1895,00:15,03:45,400
RT82068,00:15,03:45,400
KJ75182,00:15,03:45,450
FT58493,00:30,01:00,100
FT92443,00:30,01:00,100
RY215450,00:30,01:00,100
ED184037,00:30,01:00,150
RT91037,00:30,01:00,150
VL39742,00:30,01:00,150
FT9171,00:30,01:00,200
RT2943,00:30,01:00,200
XC62862,00:30,01:00,200
XC130708,00:30,01:00,250
RY191327,00:30,01:00,450
KJ109261,00:30,01:00,550
RT109223,00:30,01:00,550
XC196151,00:30,01:00,550
AR21179,00:30,01:15,150
AR34785,00:30,01:15,150
AR55101,00:30,01:15,200
ED163256,00:30,01:15,250
KJ177911,00:30,01:15,250
RY202584,00:30,01:15,300
XC182745,00:30,01:15,300
RY204042,00:30,01:15,350
XC98923,00:30,01:15,350
KJ83291,00:30,01:15,400
KJ187170,00:30,01:15,450
VL147973,00:30,01:15,450
XC68868,00:30,01:15,450
RT31834,00:30,01:15,500
RY111285,00:30,01:15,500
ED88490,00:30,01:15,550
FT198191,00:30,01:15,550
FT35849,00:30,01:15,550
RT47737,00:30,01:15,550
XC181257,00:30,01:15,550
RT205227,00:30,01:30,100
RY44031,00:30,01:30,100
ED53387,00:30,01:30,150
VL194764,00:30,01:30,150
RT203560,00:30,01:30,200
KJ65189,00:30,01:30,250
KJ40461,00:30,01:30,300
VL133235,00:30,01:30,300
XC128024,00:30,01:30,300
RT88449,00:30,01:30,350
XC167816,00:30,01:30,400
RY218513,00:30,01:30,450
FT193541,00:30,01:30,50
VL153725,00:30,01:30,50
ED163323,00:30,01:30,550
KJ112097,00:30,01:30,550
AR28169,00:30,01:45,100
AR115180,00:30,01:45,150
ED197812,00:30,01:45,150
ED99406,00:30,01:45,150
VL119312,00:30,01:45,200
AR146073,00:30,01:45,250
RY54386,00:30,01:45,250
RY171223,00:30,01:45,300
RY103751,00:30,01:45,350
VL11637,00:30,01:45,350
FT172932,00:30,01:45,400
FT92466,00:30,01:45,400
RT43543,00:30,01:45,400
VL8497,00:30,01:45,450
XC156319,00:30,01:45,450
XC29081,00:30,01:45,450
AR28531,00:30,01:45,50
FT86204,00:30,01:45,50
RT136344,00:30,01:45,50
AR136534,00:30,01:45,550
VL200381,00:30,01:45,550
FT65209,00:30,02:00,100
XC217954,00:30,02:00,100
AR65537,00:30,02:00,200
VL97954,00:30,02:00,250
FT107090,00:30,02:00,300
RY110004,00:30,02:00,300
RY40511,00:30,02:00,300
XC162864,00:30,02:00,300
AR80709,00:30,02:00,350
FT90925,00:30,02:00,350
RT16391,00:30,02:00,350
XC65024,00:30,02:00,350
AR116690,00:30,02:00,400
VL55358,00:30,02:00,400
RT16657,00:30,02:00,450
VL147417,00:30,02:00,450
RY77135,00:30,02:00,50
ED11624,00:30,02:00,500
ED193957,00:30,02:00,500
FT155415,00:30,02:00,500
RY164267,00:30,02:00,550
RT94736,00:30,02:15,100
AR160783,00:30,02:15,150
AR208081,00:30,02:15,150
KJ182848,00:30,02:15,150
KJ207941,00:30,02:15,150
RY133842,00:30,02:15,150
XC117246,00:30,02:15,200
XC12269,00:30,02:15,250
VL180876,00:30,02:15,350
ED202578,00:30,02:15,400
RY113887,00:30,02:15,450
ED29145,00:30,02:15,50
ED95663,00:30,02:15,50
RT184531,00:30,02:15,50
RY42786,00:30,02:15,500
VL100682,00:30,02:15,500
VL109172,00:30,02:15,500
ED167967,00:30,02:15,550
XC191759,00:30,02:15,550
AR43872,00:30,02:30,100
KJ100576,00:30,02:30,100
RY64606,00:30,02:30,100
VL125350,00:30,02:30,100
VL156801,00:30,02:30,100
ED44221,00:30,02:30,200
ED51832,00:30,02:30,200
KJ51258,00:30,02:30,200
ED47536,00:30,02:30,250
XC70845,00:30,02:30,250
RT129755,00:30,02:30,300
VL210702,00:30,02:30,300
ED125121,00:30,02:30,350
FT114995,00:30,02:30,400
RT207506,00:30,02:30,400
XC147430,00:30,02:30,450
KJ144616,00:30,02:30,50
KJ61738,00:30,02:30,50
RY12996,00:30,02:30,50
KJ106173,00:30,02:30,500
RT94018,00:30,02:30,500
VL200075,00:30,02:30,500
FT11249,00:30,02:30,550
RT174016,00:30,02:30,550
VL206673,00:30,02:30,550
XC125938,00:30,02:30,550
AR125923,00:30,02:45,150
ED207768,00:30,02:45,150
ED33234,00:30,02:45,150
VL69173,00:30,02:45,150
AR171591,00:30,02:45,200
ED216046,00:30,02:45,200
VL16197,00:30,02:45,250
VL171752,00:30,02:45,300
AR104584,00:30,02:45,400
ED46759,00:30,02:45,400
KJ202523,00:30,02:45,400
FT188043,00:30,02:45,450
RT206671,00:30,02:45,450
RT8112,00:30,02:45,450
ED67581,00:30,02:45,50
FT62881,00:30,02:45,50
VL165902,00:30,02:45,500
ED85868,00:30,02:45,550
RT207302,00:30,02:45,550
VL216593,00:30,03:00,100
RT158884,00:30,03:00,150
VL103948,00:30,03:00,150
FT116455,00:30,03:00,200
FT146128,00:30,03:00,200
AR208078,00:30,03:00,250
RT188133,00:30,03:00,250
VL184566,00:30,03:00,250
FT171468,00:30,03:00,300
RT42258,00:30,03:00,300
VL44134,00:30,03:00,300
KJ171423,00:30,03:00,400
RT22589,00:30,03:00,450
VL122578,00:30,03:00,450
VL7768,00:30,03:00,450
XC147244,00:30,03:00,50
AR109538,00:30,03:00,500
AR187825,00:30,03:15,100
AR51822,00:30,03:15,100
XC143217,00:30,03:15,100
RY61713,00:30,03:15,150
FT137099,00:30,03:15,200
RT197192,00:30,03:15,200
RY105065,00:30,03:15,200
RY137851,00:30,03:15,200
AR209030,00:30,03:15,250
RT49821,00:30,03:15,250
ED155406,00:30,03:15,300
KJ214762,00:30,03:15,300
RT167090,00:30,03:15,300
RT211832,00:30,03:15,300
RY105580,00:30,03:15,350
XC9485,00:30,03:15,350
RT188532,00:30,03:15,400
XC154101,00:30,03:15,400
ED59524,00:30,03:15,450
FT154833,00:30,03:15,50
FT23096,00:30,03:15,500
FT80655,00:30,03:15,500
KJ65944,00:30,03:15,500
KJ64679,00:30,03:15,550
RT162734,00:30,03:15,550
RY135646,00:30,03:15,550
RY160955,00:30,03:15,550
AR36644,00:30,03:30,100
RT140388,00:30,03:30,200
FT182050,00:30,03:30,300
KJ76742,00:30,03:30,300
RY13679,00:30,03:30,300
KJ77248,00:30,03:30,350
AR30253,00:30,03:30,400
ED86789,00:30,03:30,400
VL150205,00:30,03:30,400
KJ18513,00:30,03:30,450
AR126526,00:30,03:30,50
RT214049,00:30,03:30,500
RY197602,00:30,03:30,500
VL145075,00:30,03:30,550
ED137257,00:30,03:45,100
FT69961,00:30,03:45,100
RT62032,00:30,03:45,150
FT78030,00:30,03:45,200
KJ169499,00:30,03:45,200
VL136412,00:30,03:45,200
VL33653,00:30,03:45,200
XC10283,00:30,03:45,200
XC175442,00:30,03:45,200
FT188202,00:30,03:45,250
XC122945,00:30,03:45,250
RY112158,00:30,03:45,300
ED159693,00:30,03:45,350
FT163407,00:30,03:45,350
ED122596,00:30,03:45,400
FT39909,00:30,03:45,400
KJ37048,00:30,03:45,400
RT162884,00:30,03:45,400
VL146759,00:30,03:45,400
RY78121,00:30,03:45,50
FT118346,00:30,03:45,500
FT58589,00:30,03:45,500
KJ72587,00:30,03:45,500
RY42333,00:30,03:45,550
AR37611,00:30,04:00,100
RT142247,00:30,04:00,100
ED103227,00:30,04:00,300
ED212631,00:30,04:00,300
RT184423,00:30,04:00,300
RY146377,00:30,04:00,300
AR17114,00:30,04:00,350
VL59499,00:30,04:00,350
AR16655,00:30,04:00,400
AR3707,00:30,04:00,50
ED196168,00:30,04:00,50
FT141589,00:30,04:00,50
FT47798,00:30,04:00,50
RY10671,00:30,04:00,50
XC160026,00:30,04:00,500
FT194701,00:30,04:00,550
RT110293,00:45,01:15,100
VL35044,00:45,01:15,100
ED166636,00:45,01:15,200
KJ208893,00:45,01:15,200
RT178888,00:45,01:15,200
KJ144168,00:45,01:15,250
RT117186,00:45,01:15,250
RT12318,00:45,01:15,250
VL162877,00:45,01:15,250
VL63443,00:45,01:15,250
XC193882,00:45,01:15,250
FT62324,00:45,01:15,300
KJ195521,00:45,01:15,300
KJ28459,00:45,01:15,300
ED186549,00:45,01:15,350
FT164065,00:45,01:15,350
ED82720,00:45,01:15,400
FT30125,00:45,01:15,400
RT99031,00:45,01:15,450
VL183456,00:45,01:15,450
XC13429,00:45,01:15,450
XC151216,00:45,01:15,50
ED30438,00:45,01:15,500
KJ11555,00:45,01:15,500
KJ28537,00:45,01:15,500
RT126166,00:45,01:15,500
RY15555,00:45,01:15,500
XC202530,00:45,01:15,500
ED178323,00:45,01:30,100
ED52936,00:45,01:30,150
AR141048,00:45,01:30,200
AR55876,00:45,01:30,200
VL71895,00:45,01:30,200
ED111539,00:45,01:30,250
FT16338,00:45,01:30,250
RY201429,00:45,01:30,250
ED179169,00:45,01:30,400
RT75254,00:45,01:30,400
RY186848,00:45,01:30,400
VL208055,00:45,01:30,450
FT18370,00:45,01:30,500
RY157301,00:45,01:30,500
RY173679,00:45,01:30,550
RY90205,00:45,01:30,550
VL48728,00:45,01:30,550
ED26231,00:45,01:45,100
FT59611,00:45,01:45,150
KJ201293,00:45,01:45,150
XC100420,00:45,01:45,150
XC138267,00:45,01:45,200
ED95957,00:45,01:45,300
XC51495,00:45,01:45,300
AR143897,00:45,01:45,350
ED54650,00:45,01:45,400
FT175472,00:45,01:45,400
AR4764,00:45,01:45,450
RY66627,00:45,01:45,450
VL147651,00:45,01:45,450
ED1466,00:45,01:45,50
RY217866,00:45,01:45,50
AR196180,00:45,01:45,550
ED168618,00:45,02:00,100
XC66782,00:45,02:00,100
FT207657,00:45,02:00,150
VL178710,00:45,02:00,150
KJ188033,00:45,02:00,200
VL59876,00:45,02:00,200
RY161161,00:45,02:00,250
AR135933,00:45,02:00,350
AR176149,00:45,02:00,400
FT155176,00:45,02:00,400
AR92396,00:45,02:00,450
ED42101,00:45,02:00,450
ED192823,00:45,02:00,50
AR187209,00:45,02:00,550
ED163823,00:45,02:00,550
FT45380,00:45,02:00,550
RT183807,00:45,02:00,550
AR91273,00:45,02:15,100
KJ147475,00:45,02:15,100
KJ194600,00:45,02:15,100
RT176537,00:45,02:15,100
RY181731,00:45,02:15,100
RY35305,00:45,02:15,100
ED86903,00:45,02:15,150
RY21977,00:45,02:15,150
VL144163,00:45,02:15,150
FT194597,00:45,02:15,300
RT124096,00:45,02:15,400
AR178455,00:45,02:15,450
AR51800,00:45,02:15,450
AR105632,00:45,02:15,50
ED15660,00:45,02:15,50
RY173902,00:45,02:15,50
ED203693,00:45,02:15,500
KJ16244,00:45,02:15,500
AR93308,00:45,02:15,550
RY206803,00:45,02:15,550
KJ29675,00:45,02:30,100
KJ49383,00:45,02:30,100
VL14615,00:45,02:30,100
VL35005,00:45,02:30,150
ED71315,00:45,02:30,250
RT96023,00:45,02:30,250
VL96909,00:45,02:30,250
AR137182,00:45,02:30,300
FT110370,00:45,02:30,300
AR25270,00:45,02:30,350
FT22451,00:45,02:30,350
KJ33848,00:45,02:30,350
AR171402,00:45,02:30,400
VL201437,00:45,02:30,400
AR152371,00:45,02:30,450
FT25840,00:45,02:30,450
RT17017,00:45,02:30,450
RT40452,00:45,02:30,450
FT110452,00:45,02:30,50
RY141644,00:45,02:30,50
RY147357,00:45,02:30,50
RY40838,00:45,02:30,50
XC95518,00:45,02:30,50
FT126492,00:45,02:30,500
VL134836,00:45,02:30,500
AR20230,00:45,02:30,550
RT195146,00:45,02:30,550
RY149109,00:45,02:30,550
VL188129,00:45,02:30,550
RY147984,00:45,02:45,150
RY192946,00:45,02:45,150
ED107994,00:45,02:45,200
VL144395,00:45,02:45,200
FT137709,00:45,02:45,300
KJ184714,00:45,02:45,300
ED102338,00:45,02:45,350
KJ3358,00:45,02:45,350
ED2968,00:45,02:45,400
ED19483,00:45,02:45,450
RY143720,00:45,02:45,450
RY28435,00:45,02:45,50
XC162379,00:45,02:45,50
AR153813,00:45,02:45,500
FT117078,00:45,02:45,500
RT199508,00:45,03:00,100
VL110182,00:45,03:00,100
FT176739,00:45,03:00,150
FT22724,00:45,03:00,150
VL25411,00:45,03:00,250
AR124290,00:45,03:00,300
VL139815,00:45,03:00,300
RY98540,00:45,03:00,400
VL73280,00:45,03:00,450
XC212882,00:45,03:00,450
RT139235,00:45,03:00,50
RY172758,00:45,03:00,500
AR147550,00:45,03:15,100
RY115196,00:45,03:15,100
XC16188,00:45,03:15,100
AR105554,00:45,03:15,150
KJ66864,00:45,03:15,150
VL16916,00:45,03:15,150
RY122972,00:45,03:15,300
FT139377,00:45,03:15,350
FT149522,00:45,03:15,400
RT126643,00:45,03:15,450
RY99872,00:45,03:15,450
KJ159379,00:45,03:15,50
RY76378,00:45,03:15,50
ED89270,00:45,03:15,500
KJ216264,00:45,03:15,500
KJ55443,00:45,03:15,500
RT126253,00:45,03:15,500
AR99484,00:45,03:15,550
ED35436,00:45,03:15,550
AR93786,00:45,03:30,100
XC29655,00:45,03:30,100
AR6947,00:45,03:30,150
FT74327,00:45,03:30,200
KJ19065,00:45,03:30,250
RT24387,00:45,03:30,250
VL39580,00:45,03:30,250
AR135804,00:45,03:30,300
ED217573,00:45,03:30,300
FT211878,00:45,03:30,300
FT59552,00:45,03:30,300
RT8441,00:45,03:30,300
AR20205,00:45,03:30,350
AR29915,00:45,03:30,350
AR68606,00:45,03:30,350
ED209725,00:45,03:30,400
RT34630,00:45,03:30,400
AR82900,00:45,03:30,450
RT77110,00:45,03:30,450
RY137175,00:45,03:30,450
XC153475,00:45,03:30,450
KJ78555,00:45,03:30,50
RT142244,00:45,03:30,50
RY146089,00:45,03:30,50
VL24279,00:45,03:30,50
VL103263,00:45,03:30,550
VL107760,00:45,03:30,550
XC176819,00:45,03:30,550
VL175874,00:45,03:45,150
XC183930,00:45,03:45,150
FT23097,00:45,03:45,200
AR129093,00:45,03:45,250
